listing_id,price_eur,area_sqm,bedrooms,location,description,facts_reviewer,media_reviewer,review_notes,editor_path,review_status,issues,required_editor_fields,public_gallery_assets,public_gallery_sample,missing_alt_text_assets
MS-CRAWL-0051,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0051,needs_facts_review,missing_area,area_sqm,11,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава нова къща в община Сандански]|https://makler-realty.com/wp-content/uploads/2025/01/816-6-680x510.jpg [alt: Продава нова къща в община Сандански]|https://makler-realty.com/wp-content/uploads/2025/01/816-1-72x72.jpg [alt: Продава нова къща в община Сандански],0
MS-CRAWL-0052,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0052,needs_facts_review,missing_area,area_sqm,13,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава оранжерия в Сандански]|https://makler-realty.com/wp-content/uploads/2018/06/657-11-680x510.jpg [alt: Продава оранжерия в Сандански]|https://makler-realty.com/wp-content/uploads/2018/06/657-1-1-72x72.jpg [alt: продава оранжерия в Сандански],0
MS-CRAWL-0053,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0053,needs_facts_review,missing_area,area_sqm,5,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава офис в Сандански]|https://makler-realty.com/wp-content/uploads/2020/07/766-1-680x510.jpg [alt: Продава офис в Сандански]|https://makler-realty.com/wp-content/uploads/2020/07/766-1-72x72.jpg [alt: Продава офис в Сандански],0
MS-CRAWL-0054,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0054,needs_facts_review,missing_area,area_sqm,17,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава панорамен двустаен апартамент в Сандански]|https://makler-realty.com/wp-content/uploads/2024/02/333-2-680x510.jpeg [alt: Продава панорамен двустаен апартамент в Сандански]|https://makler-realty.com/wp-content/uploads/2024/02/333-1-72x72.jpeg [alt: Панорамен двустаен апартамент под наем в Сандански],0
MS-CRAWL-0055,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0055,needs_facts_review,missing_area,area_sqm,7,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава парцел в Сандански]|https://makler-realty.com/wp-content/uploads/2020/08/770-2-680x383.jpg [alt: Продава парцел в Сандански]|https://makler-realty.com/wp-content/uploads/2020/08/770-1-72x72.jpg [alt: Продава парцел в Сандански],0
MS-CRAWL-0056,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0056,needs_facts_review,missing_area,area_sqm,3,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава парцел в Сандански]|https://makler-realty.com/wp-content/uploads/2024/03/321-680x383.jpg [alt: Продава парцел в Сандански]|https://makler-realty.com/wp-content/uploads/2024/03/321-72x72.jpg [alt: продава парцел в Сандански],0
MS-CRAWL-0057,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0057,needs_facts_review,missing_area,area_sqm,5,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава парцел в с.Микрево]|https://makler-realty.com/wp-content/uploads/2025/07/898-1-680x510.jpg [alt: Продава парцел в с.Микрево]|https://makler-realty.com/wp-content/uploads/2025/07/898-1-72x72.jpg [alt: Продава парцел в с.Микрево],0
MS-CRAWL-0058,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0058,needs_facts_review,missing_area,area_sqm,5,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава парцел в с.Поленица]|https://makler-realty.com/wp-content/uploads/2020/04/749-1-680x383.jpg [alt: Продава парцел в с.Поленица]|https://makler-realty.com/wp-content/uploads/2020/04/749-1-72x72.jpg [alt: продава парцел в поленица],0
MS-CRAWL-0059,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0059,needs_facts_review,missing_area,area_sqm,5,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава парцел в с.Хотово]|https://makler-realty.com/wp-content/uploads/2026/06/954-1-680x510.jpg [alt: Продава парцел в с.Хотово]|https://makler-realty.com/wp-content/uploads/2026/06/954-1-72x72.jpg [alt: продава парцел в хотово],0
MS-CRAWL-0060,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0060,needs_facts_review,missing_area,area_sqm,5,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава парцел за строителство в Сандански]|https://makler-realty.com/wp-content/uploads/2024/02/234-2-680x510.jpg [alt: Продава парцел за строителство в Сандански]|https://makler-realty.com/wp-content/uploads/2024/02/234-1-72x72.jpg [alt: Продава парцел за строителство в Сандански],0
MS-CRAWL-0061,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0061,needs_facts_review,missing_area,area_sqm,17,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава парцел за строителство в с.Струмяни]|https://makler-realty.com/wp-content/uploads/2020/01/470-dron-new-680x383.jpg [alt: Продава парцел за строителство в с.Струмяни]|https://makler-realty.com/wp-content/uploads/2018/09/470-2-72x72.jpg [alt: продава парцел в струмяни],0
MS-CRAWL-0062,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0062,needs_facts_review,missing_area,area_sqm,15,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава промишлени халета в близост до гр.Сандански]|https://makler-realty.com/wp-content/uploads/2025/05/894-1-680x510.jpg [alt: Продава промишлени халета в близост до гр.Сандански]|https://makler-realty.com/wp-content/uploads/2025/05/894-1-72x72.jpg [alt: продава промишлени халета около сандански],0
MS-CRAWL-0063,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0063,needs_facts_review,missing_area,area_sqm,6,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава се вила в с. Игралище, община Струмяни]|https://makler-realty.com/wp-content/uploads/2026/06/960-v-680x456.jpg [alt: Продава се вила в с. Игралище, община Струмяни]|https://makler-realty.com/wp-content/uploads/2026/06/960-1-72x72.jpg [alt: Продава се вила в с. Игралище, община Струмяни]",0
MS-CRAWL-0064,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0064,needs_facts_review,missing_area,area_sqm,4,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава стара къща в с.Хотово]|https://makler-realty.com/wp-content/uploads/2024/10/1729152754532-680x510.jpg [alt: Продава стара къща в с.Хотово]|https://makler-realty.com/wp-content/uploads/2024/10/1729152754532-72x72.jpg [alt: продава къща в с.Хотово],0
MS-CRAWL-0065,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0065,needs_facts_review,missing_area,area_sqm,11,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава обзаведено студио в Сапфир Резиденс Банско]|https://makler-realty.com/wp-content/uploads/2026/01/сапфир-резиденс-банско-680x510.jpg [alt: Продава обзаведено студио в Сапфир Резиденс Банско]|https://makler-realty.com/wp-content/uploads/2026/01/937-1-72x72.jpg [alt: Продава обзаведено студио в Сапфир Резиденс Банско],0
MS-CRAWL-0066,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0066,needs_facts_review,missing_area,area_sqm,25,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава тристаен апартамент в Паралия Офринио, Гърция]|https://makler-realty.com/wp-content/uploads/2025/05/893-1-2-680x395.jpg [alt: Продава тристаен апартамент в Паралия Офринио, Гърция]|https://makler-realty.com/wp-content/uploads/2025/05/893-1-2-72x72.jpg [alt: продава апартамент паралия офринио]",0
MS-CRAWL-0067,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0067,needs_facts_review,missing_area,area_sqm,9,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава тристаен апартамент в центъра на гр.Сандански]|https://makler-realty.com/wp-content/uploads/2025/08/903-2-680x510.jpg [alt: Продава тристаен апартамент в центъра на гр.Сандански]|https://makler-realty.com/wp-content/uploads/2025/08/903-2-72x72.jpg [alt: продава тристаен апартамент в сандански],0
MS-CRAWL-0068,,,,,,,,Review public gallery: currently 1 public asset(s).,/admin/listings/edit?listingId=MS-CRAWL-0068,needs_facts_and_media_review,missing_area|thin_public_gallery,area_sqm|public_gallery,1,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава 15дка земя в района на с.Капатово],0
MS-CRAWL-0069,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0069,needs_facts_review,missing_area,area_sqm,4,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава 8дка земя в землището на с.Лешница]|https://makler-realty.com/wp-content/uploads/2020/02/744-2-680x383.jpg [alt: Продава 8дка земя в землището на с.Лешница]|https://makler-realty.com/wp-content/uploads/2020/02/744-1-72x72.jpg [alt: Landwirtschaftliche Grundstücke zum Verkauf in der Nähe von Sandanski],0
MS-CRAWL-0070,,,,,,,,Review public gallery: currently 1 public asset(s).,/admin/listings/edit?listingId=MS-CRAWL-0070,needs_facts_and_media_review,missing_area|thin_public_gallery,area_sqm|public_gallery,1,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава бизнес сграда в центъра на Петрич],0
MS-CRAWL-0071,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0071,needs_facts_review,missing_area,area_sqm,5,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продажба на 38дка земя в близост до минерална вода]|https://makler-realty.com/wp-content/uploads/2016/01/499-680x382.jpg [alt: Продажба на 38дка земя в близост до минерална вода]|https://makler-realty.com/wp-content/uploads/2016/01/499-map-72x72.jpg [alt: Продажба на 38дка земя в близост до минерална вода],0
MS-CRAWL-0072,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0072,needs_facts_review,missing_area,area_sqm,9,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продажба на апартаменти в Логари, Гърция]|https://makler-realty.com/wp-content/uploads/2025/11/930-4-1-680x382.jpg [alt: Продажба на апартаменти в Логари, Гърция]|https://makler-realty.com/wp-content/uploads/2025/11/930-1-1-72x72.jpg [alt: Продажба на апартаменти в Логари, Гърция]",0
MS-CRAWL-0073,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0073,needs_facts_review,missing_area,area_sqm,7,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продажба на апартаменти в гр.Сандански]|https://makler-realty.com/wp-content/uploads/2025/03/IMG_20260325_172443-680x356.jpg [alt: Продажба на апартаменти в гр.Сандански]|https://makler-realty.com/wp-content/uploads/2025/03/2-1-72x72.jpg [alt: sunset home sandanski],0
MS-CRAWL-0074,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0074,needs_facts_review,missing_area,area_sqm,23,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продажба на луксозна къща в гр. Сандански]|https://makler-realty.com/wp-content/uploads/2026/03/939-1-680x510.jpg [alt: Продажба на луксозна къща в гр. Сандански]|https://makler-realty.com/wp-content/uploads/2026/03/939-5-72x72.jpg [alt: Луксозна къща в паркова зона гр. Сандански],0
MS-CRAWL-0075,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0075,needs_facts_review,missing_area,area_sqm,19,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продажба на магазин в гр.Благоевград]|https://makler-realty.com/wp-content/uploads/2023/03/852-4-680x510.jpeg [alt: Продажба на магазин в гр.Благоевград]|https://makler-realty.com/wp-content/uploads/2023/03/852-1-72x72.jpeg [alt: Продажба на магазин в гр.Благоевград],0
MS-3000,,,,,,,,,/admin/listings/edit?listingId=MS-3000,needs_facts_review,missing_area,area_sqm,6,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продажба на парцел в Струмяни – 3000 кв.м]|https://makler-realty.com/wp-content/uploads/2025/03/PHOTO-2025-06-03-13-42-17_1-680x383.jpg [alt: Продажба на парцел в Струмяни – 3000 кв.м]|https://makler-realty.com/wp-content/uploads/2025/03/PHOTO-2025-06-03-13-42-17_1-72x72.jpg [alt: Продажба на парцел в Струмяни – 3000 кв.м],0
MS-CRAWL-0077,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0077,needs_facts_review,missing_area,area_sqm,10,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Светъл южен апартамент до парка на гр. Сандански]|https://makler-realty.com/wp-content/uploads/2026/06/959-2-680x510.jpg [alt: Светъл южен апартамент до парка на гр. Сандански]|https://makler-realty.com/wp-content/uploads/2026/06/959-1-72x72.jpg [alt: Светъл южен апартамент до парка на гр. Сандански],0
MS-CRAWL-0078,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0078,needs_facts_review,missing_area,area_sqm,10,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продажба на тристаен апартамент в гр.Сандански]|https://makler-realty.com/wp-content/uploads/2025/03/900-1-680x510.jpg [alt: Продажба на тристаен апартамент в гр.Сандански]|https://makler-realty.com/wp-content/uploads/2025/03/900-1-72x72.jpg [alt: Продажба на тристаен апартамент в гр.Сандански],0
MS-CRAWL-0079,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0079,needs_facts_review,missing_area,area_sqm,18,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Тристаен апартамент в центъра на гр.Сандански]|https://makler-realty.com/wp-content/uploads/2024/05/242-7-680x510.jpg [alt: Тристаен апартамент в центъра на гр.Сандански]|https://makler-realty.com/wp-content/uploads/2024/05/242-1-72x72.jpg [alt: Тристаен апартамент в центъра на гр.Сандански],0
MS-CRAWL-0080,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0080,needs_facts_review,missing_area,area_sqm,27,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Тристаен апартамент под наем в с.Поленица]|https://makler-realty.com/wp-content/uploads/2026/06/955-9-680x510.jpg [alt: Тристаен апартамент под наем в с.Поленица]|https://makler-realty.com/wp-content/uploads/2026/06/955-17-72x72.jpg [alt: Тристаен апартамент под наем в с.Поленица],0
MS-CRAWL-0081,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0081,needs_facts_review,missing_area,area_sqm,7,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Недвижими имоти в Сандански. Продава парцел в с.Струмяни]|https://makler-realty.com/wp-content/uploads/2013/11/286-dron-680x510.jpg [alt: Недвижими имоти в Сандански. Продава парцел в с.Струмяни]|https://makler-realty.com/wp-content/uploads/2013/11/286-1-72x72.jpg [alt: Участок в поселке Струмяни. Недвижимость в районе Сандански],0
MS-CRAWL-0082,,,,,,,,Review public gallery: currently 1 public asset(s).,/admin/listings/edit?listingId=MS-CRAWL-0082,needs_facts_and_media_review,missing_area|thin_public_gallery,area_sqm|public_gallery,1,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Стопански двор],0
MS-CRAWL-0083,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0083,needs_facts_review,missing_area,area_sqm,17,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Център за профилактика, рехабилитация и разкрасителни процедури]|https://makler-realty.com/wp-content/uploads/2025/04/891-2-680x510.jpg [alt: Център за профилактика, рехабилитация и разкрасителни процедури]|https://makler-realty.com/wp-content/uploads/2025/04/891-1-72x72.jpg [alt: Център за профилактика, рехабилитация и разкрасителни процедури]",0
MS-CRAWL-0084,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0084,needs_facts_review,missing_area,area_sqm,17,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Тристаен апартамент в Сандански]|https://makler-realty.com/wp-content/uploads/2023/11/869-1-680x510.jpg [alt: Тристаен апартамент в Сандански]|https://makler-realty.com/wp-content/uploads/2023/11/869-1-72x72.jpg [alt: Тристаен апартамент в Сандански],0
MS-CRAWL-0085,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0085,needs_facts_review,missing_area,area_sqm,9,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Двустаен апартамент в Сандански. Наем]|https://makler-realty.com/wp-content/uploads/2021/11/851-1-680x510.jpg [alt: Двустаен апартамент в Сандански. Наем]|https://makler-realty.com/wp-content/uploads/2021/11/851-5-72x72.jpg [alt: Двустаен апартамент в Сандански. Наем],0
MS-CRAWL-0086,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0086,needs_facts_review,missing_area,area_sqm,12,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава апартаменти в Парк Хотел Пирин]|https://makler-realty.com/wp-content/uploads/2013/11/191-1.jpg [alt: Продава апартаменти в Парк Хотел Пирин]|https://makler-realty.com/wp-content/uploads/2013/11/191-1-72x72.jpg [alt: Продава апартаменти в Парк Хотел Пирин],0
MS-CRAWL-0087,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0087,needs_facts_review,missing_area,area_sqm,9,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава земя и сгради в близост до Сандански]|https://makler-realty.com/wp-content/uploads/2021/03/791-1-680x383.jpg [alt: Продава земя и сгради в близост до Сандански]|https://makler-realty.com/wp-content/uploads/2021/03/791-1-72x72.jpg [alt: Big plot of land and buildings for sale],0
MS-CRAWL-0088,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0088,needs_facts_review,missing_area,area_sqm,4,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава парцел в Сандански]|https://makler-realty.com/wp-content/uploads/2019/12/734-dron-680x382.jpg [alt: Продава парцел в Сандански]|https://makler-realty.com/wp-content/uploads/2019/12/734-dron-1-72x72.jpg [alt: Land for sale in Sandanski. MS Realty company],0
MS-CRAWL-0089,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0089,needs_facts_review,missing_area,area_sqm,17,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава двустаен апартамент в ПАРК ХОТЕЛ ПИРИН САНДАНСКИ]|https://makler-realty.com/wp-content/uploads/2019/03/707-1-680x510.jpg [alt: Продава двустаен апартамент в ПАРК ХОТЕЛ ПИРИН САНДАНСКИ]|https://makler-realty.com/wp-content/uploads/2019/03/707-1-72x72.jpg [alt: Ein-Zimmer-Wohnung zum Verkauf im Park Hotel Pirin Sandanski],0
MS-CRAWL-0090,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0090,needs_facts_review,missing_area,area_sqm,49,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Апартамент на първа линия в Пасалимани, Пиреус -Гърция]|https://makler-realty.com/wp-content/uploads/2024/04/543-17.jpeg [alt: Апартамент на първа линия в Пасалимани, Пиреус -Гърция]|https://makler-realty.com/wp-content/uploads/2024/04/543-1-72x72.jpeg [alt: Апартамент на първа линия в Пасалимани, Пиреус -Гърция]",0
MS-CRAWL-0091,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0091,needs_facts_review,missing_area,area_sqm,13,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава къща в с.Виногради, 3 км от Мелник]|https://makler-realty.com/wp-content/uploads/2023/11/870-2-680x510.jpeg [alt: Продава къща в с.Виногради, 3 км от Мелник]|https://makler-realty.com/wp-content/uploads/2023/11/870-4-72x72.jpeg [alt: Haus zu vermieten im Dorf Vinogradi, 3 km von Melnik entfernt]",0
MS-CRAWL-0092,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0092,needs_facts_review,missing_area,area_sqm,17,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава къща в парка на Сандански]|https://makler-realty.com/wp-content/uploads/2018/08/671-new-1-680x510.jpg [alt: Продава къща в парка на Сандански]|https://makler-realty.com/wp-content/uploads/2018/08/671-7-72x72.jpg [alt: Продава къща в парка на Сандански],0
MS-CRAWL-0093,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0093,needs_facts_review,missing_area,area_sqm,8,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава къща в с. Лешница]|https://makler-realty.com/wp-content/uploads/2024/09/190-17-680x510.jpg [alt: Продава къща в с. Лешница]|https://makler-realty.com/wp-content/uploads/2024/09/190-17-72x72.jpg [alt: Продава къща в с. Лешница],0
MS-CRAWL-0094,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0094,needs_facts_review,missing_area,area_sqm,5,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Индустриална сграда под наем в Петрич]|https://makler-realty.com/wp-content/uploads/2016/08/619-1.jpg [alt: Индустриална сграда под наем в Петрич]|https://makler-realty.com/wp-content/uploads/2016/08/619-3-72x72.jpg [alt: Industrial building for rent in Petrich],0
MS-CRAWL-0095,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0095,needs_facts_review,missing_area,area_sqm,10,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава индустриална сграда. Община Петрич]|https://makler-realty.com/wp-content/uploads/2019/02/699-dron-7-680x383.jpg [alt: Продава индустриална сграда. Община Петрич]|https://makler-realty.com/wp-content/uploads/2019/02/699-dron-1-72x72.jpg [alt: индустриална сграда в община петрич],0
MS-CRAWL-0096,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0096,needs_facts_review,missing_area,area_sqm,11,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Индустриална сграда под наем]|https://makler-realty.com/wp-content/uploads/2020/04/750-outside-2-680x510.jpg [alt: Индустриална сграда под наем]|https://makler-realty.com/wp-content/uploads/2020/04/750-outside-5-72x72.jpg [alt: Индустриална сграда под наем],0
MS-CRAWL-0097,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0097,needs_facts_review,missing_area,area_sqm,5,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Индустриално помещение под наем в гр.Петрич]|https://makler-realty.com/wp-content/uploads/2020/04/751-1-680x510.jpg [alt: Индустриално помещение под наем в гр.Петрич]|https://makler-realty.com/wp-content/uploads/2020/04/751-1-72x72.jpg [alt: Industriegebäude zur Miete in Petrich, Bulgarien]",0
MS-CRAWL-0098,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0098,needs_facts_review,missing_area,area_sqm,11,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава индустриална база около Сандански]|https://makler-realty.com/wp-content/uploads/2020/04/750-outside-2-680x510.jpg [alt: Продава индустриална база около Сандански]|https://makler-realty.com/wp-content/uploads/2020/04/750-5-72x72.jpg [alt: Продава индустриална база около Сандански],0
MS-CRAWL-0099,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0099,needs_facts_review,missing_area,area_sqm,23,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава луксозна къща в Сандански]|https://makler-realty.com/wp-content/uploads/2014/10/400-6.jpg [alt: Продава луксозна къща в Сандански]|https://makler-realty.com/wp-content/uploads/2014/10/400-72x72.jpg [alt: Аренда домов в Сандански],0
MS-CRAWL-0100,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0100,needs_facts_review,missing_area,area_sqm,11,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Двустаен луксозен апартамент под наем в Сандански]|https://makler-realty.com/wp-content/uploads/2019/01/695-1-1.jpg [alt: Двустаен луксозен апартамент под наем в Сандански]|https://makler-realty.com/wp-content/uploads/2019/01/695-1-1-72x72.jpg [alt: Двустаен луксозен апартамент под наем в Сандански],0
MS-CRAWL-0101,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0101,needs_facts_review,missing_area,area_sqm,20,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Двустаен апартамент под наем в Сандански]|https://makler-realty.com/wp-content/uploads/2019/11/731-1-680x505.jpg [alt: Двустаен апартамент под наем в Сандански]|https://makler-realty.com/wp-content/uploads/2019/11/731-19-72x72.jpg [alt: нов апартамент за дългосрочен и краткосрочен наем],0
MS-CRAWL-0102,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0102,needs_facts_review,missing_area,area_sqm,14,https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Двустаен апартамент в парка на гр.Сандански]|https://makler-realty.com/wp-content/uploads/2025/03/PHOTO-2026-03-04-13-00-13-680x383.jpg [alt: Двустаен апартамент в парка на гр.Сандански]|https://makler-realty.com/wp-content/uploads/2025/03/879-dron-4-72x72.jpg [alt: продава апартаменти в парка на сандански],0
MS-CRAWL-0103,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0103,needs_facts_review,missing_area,area_sqm,10,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава мезонет на ул.Пирин, гр.Сандански]|https://makler-realty.com/wp-content/uploads/2024/02/123-1-680x510.jpeg [alt: Продава мезонет на ул.Пирин, гр.Сандански]|https://makler-realty.com/wp-content/uploads/2024/02/123-new-1-72x72.jpg [alt: Продава мезонет на ул.Пирин, гр.Сандански]",0
MS-CRAWL-0104,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0104,needs_facts_review,missing_area,area_sqm,60,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава имение в Гърция, гр.Нафлио]|https://makler-realty.com/wp-content/uploads/2024/04/999-10-510x680.jpeg [alt: Продава имение в Гърция, гр.Нафлио]|https://makler-realty.com/wp-content/uploads/2024/04/999-10-72x72.jpeg [alt: Продава имение в Гърция, гр.Нафлио]",0
MS-CRAWL-0105,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0105,needs_facts_review,missing_area,area_sqm,31,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Продава СПА Хотел в гр.Сандански]|https://makler-realty.com/wp-content/uploads/2020/01/IMG_6227-680x453.jpg [alt: Продава СПА Хотел в гр.Сандански]|https://makler-realty.com/wp-content/uploads/2020/01/1-72x72.jpg [alt: SPA Hotel mit Mineralwasser zum Verkauf in Sandanski, Bulgarien]",0
MS-CRAWL-0106,,,,,,,,,/admin/listings/edit?listingId=MS-CRAWL-0106,needs_facts_review,missing_area,area_sqm,15,"https://makler-realty.com/wp-content/uploads/2025/04/DJI_0696-680x383.jpg [alt: Едностаен апартамент под наем]|https://makler-realty.com/wp-content/uploads/2018/07/635-1-800x600-680x510.jpg [alt: Едностаен апартамент под наем]|https://makler-realty.com/wp-content/uploads/2018/07/635-2-800x600-72x72.jpg [alt: Studio zum Verkauf in Sandanski, Bulgarien]",0
